sample_id,router_task,label_id,pred_id,mode
ai2d_00591_06d34dff6d1f8abc,diagram_reasoning,1,2,full
ai2d_00601_1b7dba46379d0ef9,diagram_reasoning,2,2,full
ai2d_00612_d905586a82e190dc,diagram_reasoning,2,2,full
ai2d_00613_7678b6e00d048450,diagram_reasoning,1,2,full
ai2d_00625_ff7c97f6b3fff118,diagram_reasoning,1,2,full
ai2d_00626_7a65f178db28483e,diagram_reasoning,1,2,full
ai2d_00628_f0a820acb368694f,diagram_reasoning,2,2,full
ai2d_00633_f1428f72cc172c9d,diagram_reasoning,1,2,full
ai2d_00645_ee35e8c14abb3dde,diagram_reasoning,4,2,full
ai2d_00663_54b89d054e280a79,diagram_reasoning,1,2,full
ai2d_00667_8cd26d56436998b1,diagram_reasoning,4,2,full
ai2d_00670_9917502067588caa,diagram_reasoning,1,2,full
ai2d_00671_91e440b27886c731,diagram_reasoning,1,2,full
ai2d_00687_1419e142854e8bfa,diagram_reasoning,1,2,full
ai2d_00710_785fba40678d7350,diagram_reasoning,2,2,full
ai2d_00725_7e8f2020554c568d,diagram_reasoning,1,2,full
ai2d_00743_48e054828f2caa4e,diagram_reasoning,1,0,full
ai2d_00744_fe890e13f1f1536a,diagram_reasoning,1,2,full
ai2d_00747_2382d70fd2a8ea22,diagram_reasoning,1,2,full
ai2d_00748_db54dffcca6b6f09,diagram_reasoning,1,2,full
ai2d_00761_a8d6d623257d51f0,diagram_reasoning,2,2,full
ai2d_00782_23565dfc0b26d0ba,diagram_reasoning,1,2,full
ai2d_00784_76b48435a123fdfa,diagram_reasoning,1,2,full
ai2d_00788_91b53c8edf787d28,diagram_reasoning,1,2,full
ai2d_00792_4e078898e7caf567,diagram_reasoning,2,2,full
ai2d_00803_408d5510e5b6b116,diagram_reasoning,1,2,full
ai2d_00808_90ccf852da82d21e,diagram_reasoning,1,2,full
ai2d_00811_8ff0f3a31b9bedea,diagram_reasoning,1,2,full
ai2d_00813_ba4c20e4182c690b,diagram_reasoning,1,2,full
ai2d_00814_ae12992147e1df5b,diagram_reasoning,1,2,full
ai2d_00818_07f369503db09ea9,diagram_reasoning,2,2,full
ai2d_00825_d4b7e1115e109813,diagram_reasoning,2,2,full
ai2d_00827_75f987a1215f71a6,diagram_reasoning,1,2,full
ai2d_00830_85b06ac4669e545c,diagram_reasoning,1,0,full
ai2d_00831_985fbaaa33cff9c1,diagram_reasoning,2,2,full
ai2d_00836_bd109cd847d3860f,diagram_reasoning,1,2,full
ai2d_00857_02699a1803365397,diagram_reasoning,1,2,full
ai2d_00859_f82571e0f677d2da,diagram_reasoning,2,2,full
ai2d_00878_5ce55a4e85d8c13d,diagram_reasoning,1,2,full
ai2d_00905_f0d3081b58536b18,diagram_reasoning,1,2,full
ai2d_00906_e8c715f351b8ef31,diagram_reasoning,0,2,full
ai2d_00908_02d21beab8e54ab7,diagram_reasoning,1,2,full
ai2d_00913_9ebcde6f5b23e5dd,diagram_reasoning,1,2,full
ai2d_00918_5349b1e139f217b7,diagram_reasoning,1,2,full
ai2d_00935_d2287a7ef14f6d0f,diagram_reasoning,2,2,full
ai2d_00966_292991e68ed9373c,diagram_reasoning,1,2,full
ai2d_00975_41dea4fc76123d4a,diagram_reasoning,1,2,full
ai2d_00980_0e2bddc489e762dd,diagram_reasoning,2,2,full
ai2d_00999_bf89a7de8e3de431,diagram_reasoning,1,2,full
ai2d_01020_f7a602220899bf75,diagram_reasoning,1,2,full
ai2d_01023_cf951f7c1082aad9,diagram_reasoning,1,2,full
ai2d_01027_4fde36127c15d0d2,diagram_reasoning,1,2,full
ai2d_01036_407ae29b624589eb,diagram_reasoning,1,2,full
ai2d_01063_ecb5f25ef079e001,diagram_reasoning,1,2,full
ai2d_01067_8d1a9fb58f7b81ff,diagram_reasoning,1,2,full
ai2d_01072_b752c1b7b8d15a59,diagram_reasoning,1,2,full
ai2d_01077_84cd64fc25d28356,diagram_reasoning,4,2,full
ai2d_01085_95d76dd17e04c738,diagram_reasoning,1,2,full
ai2d_01092_4d65ae165d7970e4,diagram_reasoning,1,2,full
ai2d_01093_97317ed2ea3c453e,diagram_reasoning,1,2,full
ai2d_01098_c7339dab7363d279,diagram_reasoning,1,2,full
ai2d_01106_600d8f182c17a518,diagram_reasoning,1,2,full
ai2d_01116_d3be14ccdd7a70aa,diagram_reasoning,1,2,full
ai2d_01151_c98bf13ad1dbd464,diagram_reasoning,2,2,full
ai2d_01159_21963ebf6f1f0f26,diagram_reasoning,2,2,full
ai2d_01172_ed232fc828a34eca,diagram_reasoning,1,2,full
ai2d_01177_079585ce6ae30e98,diagram_reasoning,2,2,full
ai2d_01182_4b445afa9a155f8b,diagram_reasoning,1,2,full
ai2d_01189_307258d3bcfa1421,diagram_reasoning,1,2,full
ai2d_01191_a7b3c783af5cceaf,diagram_reasoning,1,2,full
ai2d_01200_17671fa3da01fede,diagram_reasoning,1,0,full
ai2d_01205_e7722fdeac88bcc5,diagram_reasoning,1,2,full
ai2d_01209_9946c3a48af81b6b,diagram_reasoning,1,2,full
ai2d_01211_e0ae85de4c17192b,diagram_reasoning,2,2,full
ai2d_01221_d2098b73745bff6e,diagram_reasoning,1,2,full
ai2d_01223_a1a6edc0ceb53d57,diagram_reasoning,1,2,full
ai2d_01226_7fad8d118dca1c6a,diagram_reasoning,4,2,full
ai2d_01231_601f323205f9acc9,diagram_reasoning,2,2,full
ai2d_01236_b6ee6c1dd82a79a4,diagram_reasoning,1,2,full
ai2d_01242_d943b7df68f3e611,diagram_reasoning,1,2,full
ai2d_01244_d8ce1807845b84f3,diagram_reasoning,4,2,full
ai2d_01261_ecf14988da8bf597,diagram_reasoning,1,2,full
ai2d_01262_95e421ff84a9c901,diagram_reasoning,2,2,full
ai2d_01265_c93ef1323becb32a,diagram_reasoning,1,2,full
ai2d_01266_38fb06723def5d7e,diagram_reasoning,1,2,full
ai2d_01269_ce6cc52038776872,diagram_reasoning,1,2,full
ai2d_01272_3507858e10af4ff8,diagram_reasoning,1,2,full
ai2d_01275_ed02450287fa06a1,diagram_reasoning,1,2,full
ai2d_01293_338c0c5ec6033071,diagram_reasoning,1,2,full
ai2d_01294_d02df72efd7d637e,diagram_reasoning,1,2,full
ai2d_01295_8fddae395d4fef99,diagram_reasoning,2,2,full
ai2d_01303_b274b252638e06fb,diagram_reasoning,1,2,full
ai2d_01309_c228addeee95be85,diagram_reasoning,1,2,full
ai2d_01315_0de95959f45f55e6,diagram_reasoning,1,2,full
ai2d_01321_c06410f73c053b80,diagram_reasoning,1,2,full
ai2d_01323_fbebf9bf59b8febb,diagram_reasoning,1,2,full
ai2d_01324_61c9ed18027b825a,diagram_reasoning,1,2,full
ai2d_01328_7975ab36b76a5d8d,diagram_reasoning,1,2,full
ai2d_01336_3e2b3bd2cfed7cc9,diagram_reasoning,2,2,full
ai2d_01337_726d27cbb513a0e0,diagram_reasoning,1,2,full
ai2d_01343_b5229275dc3634f5,diagram_reasoning,1,2,full
ai2d_01346_fcb79c1607c06e2c,diagram_reasoning,1,2,full
ai2d_01354_53311d8a0563cf3a,diagram_reasoning,2,2,full
ai2d_01355_84d178863910d12e,diagram_reasoning,1,2,full
ai2d_01359_05b827e3aadefdc1,diagram_reasoning,1,2,full
ai2d_01362_5792b0afd8007042,diagram_reasoning,1,2,full
ai2d_01365_b9bcc174cf928fdf,diagram_reasoning,1,2,full
ai2d_01371_de40fccb1c2564f4,diagram_reasoning,1,2,full
ai2d_01377_deb1a91a207b11e4,diagram_reasoning,1,2,full
ai2d_01391_6186f9b4f67bf4eb,diagram_reasoning,1,2,full
ai2d_01392_cd6d1e8c002e67cc,diagram_reasoning,1,2,full
ai2d_01399_8bb63f9561d7a2d9,diagram_reasoning,1,2,full
ai2d_01410_560f067dc138868a,diagram_reasoning,1,2,full
ai2d_01415_133ada0da2611802,diagram_reasoning,1,2,full
ai2d_01431_2c26f6b3e79aea8d,diagram_reasoning,1,2,full
ai2d_01441_72770a59f7e9db5e,diagram_reasoning,2,2,full
ai2d_01442_116324ff8d75c3f8,diagram_reasoning,1,2,full
ai2d_01450_18719354035439a6,diagram_reasoning,1,2,full
ai2d_01458_1a49a5a2a7d124f8,diagram_reasoning,2,2,full
ai2d_01463_78484738f8fa4693,diagram_reasoning,1,2,full
ai2d_01468_062f1c423b1d757f,diagram_reasoning,1,2,full
ai2d_01480_e359ba1fdb3240fd,diagram_reasoning,1,2,full
ai2d_01484_95fc8886fcaae642,diagram_reasoning,1,2,full
ai2d_01485_b47fd5b1aff2db1b,diagram_reasoning,1,2,full
ai2d_01492_af2d72286026dd82,diagram_reasoning,1,2,full
ai2d_01499_f91a23c6bf9e9d56,diagram_reasoning,1,2,full
ai2d_01501_ef21103be5f58477,diagram_reasoning,1,0,full
ai2d_01504_c73fd6c34db8ecd3,diagram_reasoning,1,2,full
ai2d_01507_b7d98404ea9b2ad4,diagram_reasoning,2,2,full
ai2d_01526_a4044d07aff23606,diagram_reasoning,1,2,full
ai2d_01529_a332bc7966e2196b,diagram_reasoning,2,2,full
ai2d_01534_a825921fe50b4ee0,diagram_reasoning,1,2,full
ai2d_01545_0768efd44fbecb7f,diagram_reasoning,1,2,full
ai2d_01548_d25db0e77c23a5ab,diagram_reasoning,1,2,full
ai2d_01552_13699647f38ea039,diagram_reasoning,1,2,full
ai2d_01553_221487916372fa63,diagram_reasoning,1,2,full
ai2d_01564_037c93e7708d4b80,diagram_reasoning,1,2,full
ai2d_01575_4bbfe942109d03f6,diagram_reasoning,2,2,full
ai2d_01578_b146f8936bf3268b,diagram_reasoning,1,2,full
ai2d_01596_35b7fb9c8134d7c2,diagram_reasoning,1,2,full
ai2d_01610_7e2fd401d44c9fd8,diagram_reasoning,1,2,full
ai2d_01611_e8769e18fdebd004,diagram_reasoning,1,2,full
ai2d_01612_6f4e135520366a65,diagram_reasoning,1,2,full
ai2d_01642_96231eea845f3444,diagram_reasoning,1,2,full
ai2d_01643_3c91c6c1e8c3c5b5,diagram_reasoning,1,2,full
ai2d_01645_f86b94b62a008840,diagram_reasoning,1,2,full
ai2d_01647_90ee1948ef3f7ab0,diagram_reasoning,1,2,full
ai2d_01649_bd1ede67c18ae4df,diagram_reasoning,1,2,full
ai2d_01655_94590430aa061f7c,diagram_reasoning,1,2,full
ai2d_01663_bce9f14b066502b3,diagram_reasoning,1,2,full
ai2d_01691_e0930f0c33ef3e42,diagram_reasoning,1,2,full
ai2d_01700_db554ed85c6c41d0,diagram_reasoning,1,2,full
ai2d_01710_590ce333f35e58c1,diagram_reasoning,1,2,full
ai2d_01712_0d86c8781702a8f9,diagram_reasoning,1,2,full
ai2d_01715_8cdc491c9ebb32df,diagram_reasoning,1,2,full
ai2d_01716_c51556d9c9a93088,diagram_reasoning,1,2,full
ai2d_01720_654d5044effc6340,diagram_reasoning,2,2,full
ai2d_01730_092f8dd86be3e74b,diagram_reasoning,1,2,full
ai2d_01733_6163e0a47cdb1957,diagram_reasoning,2,2,full
ai2d_01738_8cd721938d73ec34,diagram_reasoning,1,2,full
ai2d_01739_c091f73119141e9e,diagram_reasoning,2,2,full
ai2d_01743_7f4917628466158d,diagram_reasoning,1,2,full
ai2d_01747_85fa718403db92f9,diagram_reasoning,1,2,full
ai2d_01759_63c598d534dc778e,diagram_reasoning,1,2,full
ai2d_01766_6ccb13ec4fcd646a,diagram_reasoning,2,2,full
ai2d_01774_76eacb45ec4a036b,diagram_reasoning,1,2,full
ai2d_01778_0d25ffc047d02313,diagram_reasoning,1,2,full
ai2d_01788_068243854ee82ee0,diagram_reasoning,1,2,full
ai2d_01802_c9b989b06c992618,diagram_reasoning,1,2,full
ai2d_01805_81f0fc61602f8545,diagram_reasoning,1,2,full
ai2d_01819_8a8132b8c9e8e5c6,diagram_reasoning,4,2,full
ai2d_01822_b2b7a76c53fc7b22,diagram_reasoning,1,2,full
ai2d_01823_74d9c091326c12d0,diagram_reasoning,1,2,full
ai2d_01828_7b87a7b56db7a895,diagram_reasoning,2,2,full
ai2d_01830_7bb5d5932fe2f523,diagram_reasoning,1,2,full
ai2d_01832_abe133c47ba42575,diagram_reasoning,4,2,full
ai2d_01839_f4b61a6a382b22f4,diagram_reasoning,1,2,full
ai2d_01840_8d26cfc40eb24c5d,diagram_reasoning,0,2,full
ai2d_01862_9dce8ee3746f8f40,diagram_reasoning,4,2,full
ai2d_01868_2b606205f69088f9,diagram_reasoning,1,2,full
ai2d_01876_8fba8cb7e31346b6,diagram_reasoning,1,2,full
ai2d_01894_c7b4dd81c51e85ef,diagram_reasoning,2,2,full
ai2d_01909_f6062117720bd117,diagram_reasoning,1,2,full
ai2d_01912_ff863254d99560e3,diagram_reasoning,1,2,full
ai2d_01914_20a723933562120c,diagram_reasoning,1,2,full
ai2d_01921_ba1aef0ebaa95967,diagram_reasoning,1,2,full
ai2d_01943_725810b387c14ced,diagram_reasoning,2,2,full
ai2d_01945_682d84ba0c89be37,diagram_reasoning,1,2,full
ai2d_01968_0db92d27c8cbfdc8,diagram_reasoning,4,2,full
ai2d_01972_a362a9e17f1406d3,diagram_reasoning,1,2,full
ai2d_01982_738bd42d05c14e04,diagram_reasoning,1,2,full
ai2d_01985_36f3d627733cf725,diagram_reasoning,1,2,full
ai2d_01986_aca8c5f8d7bf4307,diagram_reasoning,1,2,full
ai2d_01994_57dc827b01f827e5,diagram_reasoning,1,2,full
ai2d_01996_41203df122cace23,diagram_reasoning,1,2,full
aokvqa_00000_d40252818a1de95f,knowledge_vqa,1,2,full
aokvqa_00013_fcc7a652205e1be0,knowledge_vqa,4,2,full
aokvqa_00014_a4ab0375698a84ea,knowledge_vqa,1,2,full
aokvqa_00040_8fc17c67e5ce093d,knowledge_vqa,1,2,full
aokvqa_00042_79529ac779fe8dd7,knowledge_vqa,1,2,full
aokvqa_00046_0bc927f695393f54,knowledge_vqa,1,2,full
aokvqa_00048_d6b4fdda4302ccc9,knowledge_vqa,1,2,full
aokvqa_00072_2fc7320880e1f752,knowledge_vqa,1,2,full
aokvqa_00074_239af60a38e9ba12,knowledge_vqa,2,2,full
aokvqa_00084_30dc19d00aa63e7c,knowledge_vqa,4,2,full
aokvqa_00092_4d032ec0173f3734,knowledge_vqa,4,2,full
aokvqa_00096_6f200310bf075ce7,knowledge_vqa,1,2,full
aokvqa_00100_9f2fe6c83cf49788,knowledge_vqa,1,2,full
aokvqa_00111_d117e4623917730a,knowledge_vqa,1,2,full
aokvqa_00114_ce1ab2ec2d698276,knowledge_vqa,1,2,full
aokvqa_00126_933987258364a9d8,knowledge_vqa,4,2,full
aokvqa_00129_3af7a94eb1dd51c1,knowledge_vqa,1,2,full
aokvqa_00141_ccad3e4c64ebeab8,knowledge_vqa,4,2,full
aokvqa_00143_224034addf386845,knowledge_vqa,1,2,full
aokvqa_00148_c0c1d99807ff36c6,knowledge_vqa,1,2,full
aokvqa_00149_87b1c8779b39b7c6,knowledge_vqa,1,2,full
aokvqa_00156_03f8041bebdf05dd,knowledge_vqa,1,2,full
aokvqa_00158_f3b72cfe47bd9286,knowledge_vqa,1,2,full
aokvqa_00168_cf86f4852fa0eba0,knowledge_vqa,1,2,full
aokvqa_00169_e3182f1b29b34057,knowledge_vqa,1,2,full
aokvqa_00170_c9844d37b463fcbf,knowledge_vqa,4,2,full
aokvqa_00172_7eb5812177257008,knowledge_vqa,1,2,full
aokvqa_00179_0bf5f912c7cc2fb0,knowledge_vqa,1,2,full
aokvqa_00194_a71a68742bd419a2,knowledge_vqa,1,2,full
aokvqa_00198_d8b8bf13fc525555,knowledge_vqa,1,2,full
aokvqa_00210_2e2514aa51afb9c2,knowledge_vqa,1,2,full
aokvqa_00220_cf2ca469dc1bbd5d,knowledge_vqa,1,2,full
aokvqa_00223_7328aca25613e4a0,knowledge_vqa,1,2,full
aokvqa_00229_258d2dc08c094dfa,knowledge_vqa,1,2,full
aokvqa_00230_99ceebb8f53b334b,knowledge_vqa,1,2,full
aokvqa_00238_95630785ae875fd0,knowledge_vqa,1,2,full
aokvqa_00243_e8d5bcf0af914df2,knowledge_vqa,1,2,full
aokvqa_00247_24c09bf04eedf396,knowledge_vqa,4,2,full
aokvqa_00278_a549a6bd70f9b92c,knowledge_vqa,1,2,full
aokvqa_00294_64e01b042b86b22e,knowledge_vqa,1,2,full
aokvqa_00305_066cef5966abfb5b,knowledge_vqa,1,2,full
aokvqa_00306_3718fb75880a03af,knowledge_vqa,4,2,full
aokvqa_00312_e8339a34879d65ca,knowledge_vqa,1,2,full
aokvqa_00315_c740d5a58065e257,knowledge_vqa,4,2,full
aokvqa_00317_88cc7c6ab88971b4,knowledge_vqa,1,2,full
aokvqa_00319_337e3f9830ad83d4,knowledge_vqa,4,2,full
aokvqa_00321_55f1b0fb8dbb67bc,knowledge_vqa,4,2,full
aokvqa_00329_9bbc5a40f8b10fa8,knowledge_vqa,1,2,full
aokvqa_00332_872e4c466257c759,knowledge_vqa,1,2,full
aokvqa_00335_b9f660941358b22e,knowledge_vqa,1,2,full
aokvqa_00340_94cb15579f422afe,knowledge_vqa,1,2,full
aokvqa_00343_dfe29e66d06c5403,knowledge_vqa,1,2,full
aokvqa_00347_29d60f1f7745ab3e,knowledge_vqa,4,2,full
aokvqa_00356_0ea6958974390ce4,knowledge_vqa,1,2,full
aokvqa_00359_41d1d9f044b0d379,knowledge_vqa,1,2,full
aokvqa_00362_99126292bd6a0601,knowledge_vqa,4,2,full
aokvqa_00369_bbbc3d775a0713d7,knowledge_vqa,1,2,full
aokvqa_00372_779c0cd759d841d8,knowledge_vqa,1,2,full
aokvqa_00373_bab612d7dec2cccd,knowledge_vqa,4,2,full
aokvqa_00382_a330cb64c3d07916,knowledge_vqa,1,2,full
aokvqa_00391_51ae162a6509839b,knowledge_vqa,1,2,full
aokvqa_00398_da2d9a6eb013bf70,knowledge_vqa,1,2,full
aokvqa_00405_c85d3cb6a24c46fb,knowledge_vqa,1,2,full
aokvqa_00412_b86520577bacbb98,knowledge_vqa,1,2,full
aokvqa_00415_e76d0546261709ac,knowledge_vqa,1,2,full
aokvqa_00416_23fdade4107ba736,knowledge_vqa,1,2,full
aokvqa_00425_f61c95a690184b91,knowledge_vqa,1,2,full
aokvqa_00437_c2e4f22011916383,knowledge_vqa,4,2,full
aokvqa_00441_813d4810529b3b81,knowledge_vqa,1,2,full
aokvqa_00448_8b03b2038495907f,knowledge_vqa,1,2,full
aokvqa_00449_9895648fa6232e2e,knowledge_vqa,1,2,full
aokvqa_00452_368243641095803f,knowledge_vqa,1,2,full
aokvqa_00453_0b581184353cd321,knowledge_vqa,1,2,full
aokvqa_00457_d2318195b49d032b,knowledge_vqa,1,2,full
aokvqa_00459_a90218cd949bde94,knowledge_vqa,1,2,full
aokvqa_00460_26eb22a446afd1b0,knowledge_vqa,1,2,full
aokvqa_00461_330c1639df0967f3,knowledge_vqa,1,2,full
aokvqa_00462_e5e151a0a995d928,knowledge_vqa,1,2,full
aokvqa_00464_404c450e9f73d69e,knowledge_vqa,1,2,full
aokvqa_00469_9a2896f5c3ab8f7a,knowledge_vqa,1,2,full
aokvqa_00470_1933f676a565da0f,knowledge_vqa,1,2,full
aokvqa_00474_599637dba60d572c,knowledge_vqa,1,2,full
aokvqa_00478_72cd46965ff82d0a,knowledge_vqa,1,2,full
aokvqa_00479_82db510b8d96bc34,knowledge_vqa,4,2,full
aokvqa_00481_4239c2de781d7896,knowledge_vqa,1,2,full
aokvqa_00485_3eede9c3df25911a,knowledge_vqa,1,2,full
aokvqa_00488_41c4b3a358d95aa8,knowledge_vqa,2,2,full
aokvqa_00492_510882178b1fc38c,knowledge_vqa,1,2,full
aokvqa_00495_51f295d1789bde3c,knowledge_vqa,4,2,full
aokvqa_00507_da6e31b42d3427a6,knowledge_vqa,1,2,full
aokvqa_00511_9aa41cc6e9b6c488,knowledge_vqa,1,2,full
aokvqa_00526_bce0ee3bcf529767,knowledge_vqa,1,2,full
aokvqa_00529_614ec5d42dba05f1,knowledge_vqa,1,2,full
aokvqa_00533_f0a9fa2d9b67d974,knowledge_vqa,1,2,full
aokvqa_00538_85a5fb31545a145f,knowledge_vqa,1,2,full
aokvqa_00539_fe13c10b95647b9d,knowledge_vqa,1,2,full
aokvqa_00548_87c00571342aa2ae,knowledge_vqa,1,2,full
aokvqa_00558_b09519632406a8f3,knowledge_vqa,1,2,full
aokvqa_00576_2a3d3722ad75fa1f,knowledge_vqa,1,2,full
aokvqa_00577_4d338c6fa1969b3b,knowledge_vqa,4,2,full
aokvqa_00583_852c0d7fb2c3d9a7,knowledge_vqa,4,2,full
aokvqa_00584_ba4f1f181374c053,knowledge_vqa,4,2,full
aokvqa_00590_ecfd864503ecf18b,knowledge_vqa,1,2,full
aokvqa_00591_5650d76b67ed651a,knowledge_vqa,1,2,full
aokvqa_00599_2a0641e03d773e23,knowledge_vqa,1,2,full
aokvqa_00606_6a86911ec8aa4c31,knowledge_vqa,1,2,full
aokvqa_00618_0618d5b7523d4c73,knowledge_vqa,1,2,full
aokvqa_00626_25d97db444d3db2a,knowledge_vqa,4,2,full
aokvqa_00627_882b9065c9da46b0,knowledge_vqa,1,2,full
aokvqa_00631_71f2aa4dde09e3c8,knowledge_vqa,1,2,full
aokvqa_00632_3f9a82d30d8fb420,knowledge_vqa,1,2,full
aokvqa_00634_14eb78d61194a929,knowledge_vqa,1,2,full
aokvqa_00641_4befdf366828ffcd,knowledge_vqa,1,2,full
aokvqa_00661_3b7e04fb0b15c2fc,knowledge_vqa,1,2,full
aokvqa_00672_5ec68c7fc06a9ac6,knowledge_vqa,4,2,full
aokvqa_00680_544864fe3abf8156,knowledge_vqa,1,2,full
aokvqa_00682_cf5cd004a0d938e3,knowledge_vqa,4,2,full
